vysoudit	vy-soud-i-t
zatravňovávací	za-trav-ň-ová-v-a-c-í
wimbledon	wimbledon
takovouto	tak-ov-ou-t-o
prošustrovat	pro-šustr-ova-t
utěšený	u-těš-en-ý
popište	po-piš-te
označuje	o-znač-uje
nachytat	na-chyt-a-t
jedenáctý	jeden-áct-ý
staňkov	staňk-ov
bázni	bá-zn-i
uspořit	u-spoř-i-t
uchovávat	u-chov-á-v-a-t
polední	pol-e-dn-í
odstěhovat	od-stěh-ova-t
šablonovat	šablon-ova-t
dostřelovat	do-střel-ova-t
vystarat	vy-star-a-t
michel	michel
napůl	na-půl
třívětá	tř-í-vět-á
požádali	po-žád-a-l-i
vysvětlit	vy-svět-l-i-t
daleko	dal-ek-o
přestříkávat	pře-střík-á-v-a-t
nechávají	nech-á-v-aj-í
obstavovat	ob-stav-ova-t
protrhávat	pro-trh-á-v-a-t
vyšpulit	vy-špul-i-t
platily	plat-i-l-y
státního	stát-n-ího
heroizovat	hero-iz-ova-t
možnost	mož-n-ost
zmrazovat	z-mraz-ova-t
pohárek	pohár-ek
spolutrpící	spolu-trp-íc-í
převálcovat	pře-válc-ova-t
matrice	matr-ic-e
pornokino	porn-o-kin-o
přišel	při-še-l
blafnout	blaf-nou-t
ztemňovat	z-tem-ň-ova-t
štreka	štrek-a
brand	brand
vinu	vin-u
ovinout	o-vi-nou-t
revokovat	re-vok-ova-t
adaptovat	ad-apt-ova-t
navoskovat	na-vosk-ova-t
způsobit	z-pů-sob-i-t
pozemek	po-zem-ek
stinka	stink-a
procentní	pro-cent-n-í
rozdivočit	roz-div-oč-i-t
vědí	věd-í
kritérium	krit-éri-um
písemný	pís-emn-ý
všecko	vš-ec-k-o
vysrat	vy-sr-a-t
sbubnovávat	s-bubn-ová-v-a-t
dvoutřetinovou	dv-ou-tř-et-in-ov-ou
tradičních	trad-ič-n-ích
ževuzém	ževuzém
dana	dan-a
dobráka	dobr-ák-a
stovek	st-ov-ek
setkání	se-tk-á-n-í
hezkého	hez-k-ého
hupkovat	hup-k-ova-t
vychutnávat	vy-chut-n-á-v-a-t
naondulovat	na-ondul-ova-t
ploutvonožec	ploutv-o-nož-ec
urgovat	urg-ova-t
pošimrat	po-šimr-a-t
mrchožrout	mrch-o-žr-out
polistopadovém	po-list-o-pad-ov-ém
ožrat	o-žr-a-t
stromořadích	strom-o-řad-ích
jihoalžírský	jih-o-alžír-sk-ý
chrnět	chrn-ě-t
připíchávat	při-pích-á-v-a-t
šefl	šefl
čajem	čaj-em
plavívat	plav-í-v-a-t
procpat	pro-cp-a-t
hospodářských	hospod-ář-sk-ých
chytrý	chytr-ý
bokorys	bok-o-rys
vůdce	vůd-c-e
načekat	na-ček-a-t
nesejme	ne-se-j-me
aténa	atén-a
vyhrožovat	vy-hrož-ova-t
nutí	nut-í
biokoenzym	bio-ko-enzym
přístřeší	pří-střeš-í
kdákat	kdák-a-t
plynovodu	plyn-o-vod-u
protikuřácký	proti-kuř-ác-k-ý
terminologický	termin-o-log-ick-ý
dávek	dá-v-ek
chybách	chyb-ách
přifilmovávat	při-film-ová-v-a-t
trvající	trv-aj-íc-í
koulívat	koul-í-v-a-t
kojná	koj-n-á
marius	mari-us
najím	na-jí-m
poradců	po-rad-c-ů
šálku	šálk-u
trafostanice	traf-o-stan-ic-e
zašplouchat	za-šplouch-a-t
fotodynamický	fot-o-dynam-ic-k-ý
knap	knap
podstata	pod-stat-a
dělaly	děl-a-l-y
pijetně	pijet-n-ě
ministře	ministř-e
svinovat	s-vi-n-ova-t
svěšovat	s-věš-ova-t
uchování	u-chov-á-n-í
plechovat	plech-ova-t
tragikomedie	trag-i-komedie
opylovat	o-pyl-ova-t
neotrávená	ne-o-tráv-en-á
corsa	cors-a
rozchraptit	roz-chrap-t-i-t
osamět	o-sam-ě-t
nadiktovat	na-dikt-ova-t
vztáhl	vz-táh-l
šatnářka	šat-n-ář-k-a
odírat	o-dír-a-t
učiniti	u-čin-i-ti
vymódit	vy-mód-i-t
vzkvétat	vz-kvét-a-t
chůze	chůz-e
znečišťovat	z-ne-čišť-ova-t
černěhumornými	čern-ě-humor-n-ými
tomuto	t-omu-to
živitelka	ži-v-i-tel-k-a
plánovaných	plán-ova-n-ých
rezervovat	re-zerv-ova-t
fotbalových	fot-balov-ých
úzkorozchodná	úzk-o-roz-chod-n-á
předšít	před-ší-t
podmínkám	pod-mín-k-ám
košťál	košťál
namarkovat	na-mark-ova-t
oblítat	ob-lít-a-t
zpříjemňovat	z-pří-jem-ň-ova-t
rozpomnít	roz-po-mn-í-t
dodusit	do-dus-i-t
ztavit	z-tav-i-t
zažloutnout	za-žlout-nou-t
podnikatelského	pod-nik-a-tel-sk-ého
západoruský	zá-pad-o-rus-k-ý
oděsu	oděs-u
ošolichávatelný	o-šolich-á-v-a-teln-ý
zasmáli	za-smá-l-i
změněném	z-měn-ěn-ém
jeskyni	jeskyn-i
intuice	intuic-e
uskřipovat	u-skřip-ova-t
kloboukem	klobouk-em
vysokohorští	vys-ok-o-hor-št-í
zmocnili	z-moc-n-i-l-i
dvoudenní	dv-ou-den-n-í
dobrá	dobr-á
vrabců	vrab-c-ů
podkládat	pod-klád-a-t
vrtulníky	vrt-ul-ník-y
neznámými	ne-zn-á-m-ými
zabivakovat	za-bi-vak-ova-t
nedávná	ne-dávn-á
nešlo	ne-š-l-o
skřet	skřet
jablíčko	jabl-íčk-o
gampéová	gampé-ov-á
verifikována	veri-fik-ová-n-a
voddělávat	vod-děl-á-v-a-t
skotačit	skot-ač-i-t
vítěze	vítěz-e
přehledně	pře-hled-n-ě
zátoka	zá-tok-a
vídni	vídn-i
dalších	dal-š-ích
aerovýlety	aero-vý-let-y
utleskat	u-tlesk-a-t
nadimenzovat	na-di-menz-ova-t
zatímco	za-t-ím-c-o
okopávat	o-kop-á-v-a-t
fichtl	fichtl
nejstrašnější	nej-straš-n-ěj-š-í
odhady	od-had-y
odvalovat	od-val-ova-t
jel	je-l
stál	stá-l
kontrakty	kontrakt-y
boji	boj-i
platil	plat-i-l
polívce	po-lí-v-c-e
postele	po-stel-e
mrtvéno	mr-tv-é-n-o
nastražit	na-straž-i-t
dřevořezba	dřev-o-řez-b-a
překapat	pře-kap-a-t
armáda	armád-a
mezd	mezd
opřádat	o-přád-a-t
zalichocovat	za-lichoc-ova-t
radiosíť	radi-o-síť
vstal	v-sta-l
novoborský	nov-o-bor-sk-ý
nakypřovat	na-kypř-ova-t
šok	šok
uhasit	u-has-i-t
výčtově	vý-čt-ov-ě
kousek	kous-ek
zabouchne	za-bouch-ne
ztrouchnivět	z-trouch-n-iv-ě-t
vyvrcholit	vy-vrch-ol-i-t
jednadvacítka	jedn-a-dv-a-cít-k-a
laseroterapie	laser-o-terap-i-e
přátelsky	přá-tel-sk-y
vyabstrahovat	vy-abs-trah-ova-t
ztmavit	z-tm-av-i-t
nabořit	na-boř-i-t
noetický	noet-ic-k-ý
dětem	dět-em
repetovat	repet-ova-t
hypotetická	hypo-tet-ick-á
absolvovat	ab-solv-ova-t
banku	bank-u
zahrozit	za-hroz-i-t
postesknout	po-s-tesk-nou-t
zepsout	ze-ps-ou-t
srostitě	s-rost-it-ě
opentlovat	o-pentl-ova-t
setřásat	se-třás-a-t
prýskat	prýsk-a-t
katastr	katastr
zakysávat	za-kys-á-v-a-t
patrice	patric-e
bodovat	bod-ova-t
časovým	čas-ov-ým
rozvrzat	roz-vrz-a-t
nadopovat	na-dop-ova-t
spolucestující	spolu-cest-uj-íc-í
vztazích	vz-taz-ích
papírodárný	papír-o-dár-n-ý
postruhovat	po-struh-ova-t
synáčka	syn-áč-k-a
spoutal	s-pout-a-l
překlepávat	pře-klep-á-v-a-t
dokopat	do-kop-a-t
nepovšiml	ne-po-všim-l
larva	larv-a
houpaly	houp-a-l-y
bělecký	běleck-ý
ptal	pt-a-l
kontrafagot	kontra-fagot
přinese	při-nes-e
hlíza	hlíz-a
všeptnout	v-šept-nou-t
čistosrdečný	čist-o-srdeč-n-ý
popisného	po-pis-n-ého
něčeho	ně-č-eho
lyžařit	lyž-ař-i-t
smrtelný	s-mr-teln-ý
stě	st-ě
markovat	mark-ova-t
ostouzet	o-stouz-e-t
nepřímé	ne-přím-é
nastavovat	na-stav-ova-t
videostop	vide-o-stop
vzmužovat	vz-muž-ova-t
osednout	o-sed-nou-t
ochotnické	ochot-n-ic-k-é
vměšovaně	v-měš-ova-n-ě
dobrázdit	do-brázd-i-t
nízké	níz-k-é
bývala	bý-v-a-l-a
kulminovat	kulm-in-ova-t
zasmušovat	za-smuš-ova-t
šlamastyky	šlamastyk-y
ozbrojit	o-z-broj-i-t
ukousnout	u-kous-nou-t
jisté	jist-é
vzadu	v-zad-u
litomyšl	lito-myšl
zobjektivovat	z-objekt-iv-ova-t
váš	v-á-š
neschopné	ne-s-chop-n-é
řadicí	řad-ic-í
uhajovat	u-haj-ova-t
infocentrum	info-centr-um
vyklokotat	vy-klok-ot-a-t
breberka	breber-k-a
proměna	pro-měn-a
přepíchat	pře-pích-a-t
proběhnout	pro-běh-nou-t
prozívat	pro-zív-a-t
examinovat	ex-amin-ova-t
automobilizovat	aut-o-mobil-iz-ova-t
nezapochyboval	ne-za-po-chyb-ova-l
převzácná	pře-vzác-n-á
rozškvířit	roz-škvíř-i-t
horký	hor-k-ý
usně	usn-ě
pacifikovat	paci-fik-ova-t
vidělo	vid-ě-l-o
lysohorský	lys-o-hor-sk-ý
salát	salát
proškrabovat	pro-škrab-ova-t
uložení	u-lož-en-í
začepit	za-čep-i-t
stoeurovka	st-o-eur-ov-k-a
breptal	brept-a-l
přicvaknout	při-cvak-nou-t
padesátimetrový	pa-desát-i-metr-ov-ý
makrosvět	makro-svět
nabyl	na-by-l
prosakovat	pro-sak-ova-t
přiloudit	při-loud-i-t
vlažnět	vlaž-n-ě-t
biondo	biond-o
popelovin	po-pel-ovin
mezera	mezer-a
hospodou	hospod-ou
slávistický	sláv-ist-ic-k-ý
nuže	nu-že
ochomejtat	o-chomejt-a-t
vpumpovat	v-pump-ova-t
zkurvysyn	z-kurv-y-syn
značkou	znač-k-ou
vychytat	vy-chyt-a-t
sestrojuje	se-stroj-uje
nápadnější	ná-pad-n-ěj-š-í
zatopit	za-top-i-t
džungle	džungl-e
terraformovat	terra-form-ova-t
vypravují	vy-prav-uj-í
drmolil	drmol-i-l
rozbřesknout	roz-břesk-nou-t
přimrazil	při-mraz-i-l
odlučovat	od-luč-ova-t
vymanout	vy-man-ou-t
zkřivit	z-křiv-i-t
vymyslet	vy-mysl-e-t
prověsit	pro-věs-i-t
rozklobat	roz-klob-a-t
termitem	termit-em
tři	tř-i
neviděl	ne-vid-ě-l
odsypat	od-syp-a-t
zaprorokovat	za-pro-rok-ova-t
šla	š-l-a
přeseknout	pře-sek-nou-t
jistě	jist-ě
odečtou	ode-čt-ou
modrozlatý	modr-o-zlat-ý
odpérovávat	od-pér-ová-v-a-t
vychválit	vy-chvál-i-t
intervalu	inter-val-u
olemovat	o-lem-ova-t
doutírat	do-u-tír-a-t
ohlédl	o-hléd-l
roztrušovat	roz-truš-ova-t
utuhnout	u-tuh-nou-t
vyzobat	vy-zob-a-t
vyklízet	vy-klíz-e-t
zkušeností	z-kuš-en-ost-í
vytrénovat	vy-trén-ova-t
přimíchávat	při-mích-á-v-a-t
zřejmý	zř-ejm-ý
ekologického	eko-log-ick-ého
holohlavého	hol-o-hlav-ého
naturalu	natural-u
přepáskovat	pře-pás-k-ova-t
vypřáhnout	vy-přáh-nou-t
předplácet	před-plác-e-t
véna	vén-a
třísetový	tř-í-set-ov-ý
kopit	kop-i-t
diamanty	diamant-y
konfederovat	kon-feder-ova-t
nepotřebuji	ne-po-třeb-uj-i
příjmy	pří-jm-y
nadirigovat	na-di-rig-ova-t
trošičku	troš-ičk-u
předpokladům	před-po-klad-ům
naštípnout	na-štíp-nou-t
paso	pas-o
ztrátu	z-trát-u
mateřské	mat-eř-sk-é
rozumovým	roz-um-ov-ým
křís	křís
cape	cap-e
zčinit	z-čin-i-t
plašit	plaš-i-t
sekera	seker-a
šestidílné	šest-i-díl-n-é
široce	šir-oc-e
zornit	z-or-n-i-t
hmotného	hmot-n-ého
zakřivit	za-křiv-i-t
postupy	po-stup-y
rozdílů	roz-díl-ů
slovenských	slov-en-sk-ých
připjal	při-pj-a-l
odhopkat	od-hop-k-a-t
barbora	barbor-a
šplíchnout	šplích-nou-t
zaběhnout	za-běh-nou-t
špenát	špenát
divným	div-n-ým
amsterodam	amsterodam
bodů	bod-ů
chudáku	chud-ák-u
křivoklát	křiv-o-klát
zastydnout	za-styd-nou-t
zdělávat	z-děl-á-v-a-t
parasoudně	para-soud-n-ě
neexistuje	ne-exist-uje
chtění	cht-ě-n-í
světoznámé	svět-o-znám-é
dostaly	do-sta-l-y
zůstávají	z-ů-stáv-aj-í
kroutě	krout-ě
vybaveny	vy-bav-en-y
cucnout	cuc-nou-t
poruchami	po-ruch-ami
pneuservis	pneu-servis
kapr	kapr
nastavování	na-stav-ová-n-í
vyhoblovat	vy-hobl-ova-t
oborat	ob-or-a-t
idealistickou	ideal-ist-ic-k-ou
sklíčkem	skl-íčk-em
koptit	kopt-i-t
podrbáním	po-drb-á-n-ím
trámu	trám-u
skopat	s-kop-a-t
sebevíc	s-eb-e-víc
čtvrtstoleté	čtvrt-st-o-let-é
potěš	po-těš
různých	různ-ých
pojmouti	po-j-mou-ti
odpolitizovat	od-polit-iz-ova-t
dvacetiletý	dv-a-cet-i-let-ý
zaklaply	za-klap-l-y
zlevnět	z-lev-n-ě-t
plus	plus
nápověda	ná-po-věd-a
definovány	de-fin-ová-n-y
menšit	men-š-i-t
jemně	jem-n-ě
trias	trias
útočník	útoč-ník
kolumbii	kolumbi-i
skútr	skútr
příjemně	pří-jem-n-ě
výrobcům	vý-rob-c-ům
jubilejní	jubilej-n-í
zobáčku	zobáč-k-u
postsovětské	post-sovět-sk-é
kora	kor-a
kozák	kozák
žádají	žád-aj-í
balza	balz-a
signifikovat	signi-fik-ova-t
vteřin	vteřin
osmahnout	o-smah-nou-t
porovnávat	po-rov-n-á-v-a-t
všetečná	vš-e-teč-n-á
jednotlivce	jedn-ot-liv-c-e
takřečené	tak-řeč-en-é
zavřete	za-vř-e-te
odškodnit	od-škod-n-i-t
natlapat	na-tlap-a-t
křenem	křen-em
papričku	papr-ič-k-u
všudybylova	všudybyl-ov-a
kvalitou	kval-it-ou
odpustků	od-pust-k-ů
dívek	dív-ek
vachta	vacht-a
kůlničce	kůl-n-ičc-e
zavrtěl	za-vrt-ě-l
pryčnový	pryčn-ov-ý
veselá	vesel-á
element	element
smáčknout	s-máčk-nou-t
povahopis	po-vah-o-pis
vajnar	vajnar
promrskávat	pro-mrsk-á-v-a-t
zašpičkovat	za-špič-k-ova-t
nakukávat	na-kuk-á-v-a-t
projektant	pro-jekt-ant
hanbit	han-b-i-t
tmavomodrý	tmav-o-modr-ý
cigarety	cigaret-y
vstupného	v-stup-n-ého
farizejství	farizej-stv-í
porto	port-o
přeskákat	pře-skák-a-t
přisupět	při-sup-ě-t
dem	dem
vyrábět	vy-ráb-ě-t
prostory	prostor-y
obroubit	ob-roub-i-t
čekali	ček-a-l-i
sčesat	s-čes-a-t
shodám	s-hod-á-m
svémoc	sv-é-moc
sebevraždě	seb-e-vražd-ě
šlak	šlak
packat	pac-k-a-t
nastoupili	na-stoup-i-l-i
přeorat	pře-or-a-t
inscenace	in-scen-ac-e
zprošťovat	z-prošť-ova-t
trestaný	trest-a-n-ý
metrů	metr-ů
zahodovat	za-hod-ova-t
chebu	cheb-u
způsobům	z-pů-sob-ům
dezorganizovat	dez-organ-iz-ova-t
obhlédat	ob-hléd-a-t
středomořské	střed-o-moř-sk-é
uvykat	u-vyk-a-t
smrskovat	s-mrsk-ova-t
ledaskdo	ledas-kd-o
otřepávat	o-třep-á-v-a-t
zadovádět	za-do-vád-ě-t
procivět	pro-civ-ě-t
odmotávat	od-mot-á-v-a-t
světlat	svět-l-a-t
autoři	autoř-i
ubytují	u-byt-uj-í
zlodějská	zl-o-děj-sk-á
vyvolaly	vy-vol-a-l-y
mládka	mlád-k-a
příhlavní	pří-hlav-n-í
nedoceňuje	ne-do-ceň-uje
růžku	růž-k-u
stará	star-á
rozrušují	roz-ruš-uj-í
zamáčknout	za-máčk-nou-t
věže	věž-e
vylepšit	vy-lep-š-i-t
začali	za-č-a-l-i
stávalo	stá-v-a-l-o
pavlov	pavl-ov
motýl	motýl
dýchávat	dých-á-v-a-t
rozmnožovat	roz-množ-ova-t
přikulit	při-kul-i-t
antarktida	antarkt-id-a
červených	červen-ých
podivné	po-div-n-é
interrupce	inter-rup-c-e
pyrotechnika	pyro-techn-ik-a
pobitost	po-bit-ost
morseovka	morse-ov-k-a
bušívat	buš-í-v-a-t
probarvit	pro-barv-i-t
dlouholetý	dlouh-o-let-ý
alžběta	alžbět-a
současně	sou-čas-n-ě
spolupoutník	spolu-pout-ník
vysvléknout	vy-s-vlék-nou-t
klína	klín-a
zobracet	z-ob-rac-e-t
vyfrkávat	vy-frk-á-v-a-t
absolutně	absolut-n-ě
hodokvas	hod-o-kvas
nevíte	ne-v-í-te
propíjet	pro-píj-e-t
šalinkarta	šalin-kart-a
aligátor	aligátor
přítelíčka	přítel-íčk-a
špičku	špič-k-u
schválila	s-chvál-i-l-a
akcii	akci-i
vyhlodávat	vy-hlod-á-v-a-t
nočních	noč-n-ích
obrazů	ob-raz-ů
zažehávat	za-žeh-á-v-a-t
štěká	štěk-á
jakoupak	jak-ou-pak
doplivnout	do-pliv-nou-t
scénář	scén-ář
pěšky	pěš-k-y
sapa	sap-a
zahmyzit	za-hmyz-i-t
zatčení	za-tč-en-í
kině	kin-ě
bezdůvodný	bez-dů-vod-n-ý
zasnoubit	za-snoub-i-t
přefuk	pře-fuk
zásobovaných	zá-sob-ova-n-ých
nejvýhodnější	nej-vý-hod-n-ěj-š-í
žíznili	žízn-i-l-i
faktury	fakt-ur-y
tatim	tat-i-m
autoopraváři	aut-o-o-prav-ář-i
popasovat	po-pas-ova-t
tázat	táz-a-t
zkrotit	z-krot-i-t
hala	hal-a
ochladnout	o-chlad-nou-t
marlboro	marlboro
zmizelo	z-miz-e-l-o
zheroizovavší	z-hero-izova-vš-í
formátů	form-át-ů
vychvátit	vy-chvát-i-t
parukami	paruk-ami
klikatit	klik-at-i-t
otaxírovat	o-tax-ír-ova-t
šťastná	šťast-n-á
litera	liter-a
kotě	kot-ě
bombardovat	bombard-ova-t
malovat	mal-ova-t
proplétávat	pro-plét-á-v-a-t
rozkouskovávat	roz-kous-k-ová-v-a-t
osamělou	o-sam-ě-l-ou
překrucovat	pře-kruc-ova-t
potetovat	po-tet-ova-t
dopsati	do-ps-a-ti
světem	svět-em
láskou	lásk-ou
ječmen	ječmen
štift	štift
letu	let-u
zavelet	za-vel-e-t
potil	pot-i-l
pláčeš	pláč-e-š
vojákům	voj-ák-ům
vzdychl	vz-dych-l
moravskoslezský	morav-sk-o-slez-sk-ý
ritualizovat	ritual-iz-ova-t
okrašlovat	o-kraš-l-ova-t
advokátní	ad-vok-át-n-í
absorbovat	ab-sorb-ova-t
synáčki	syn-áčk-i
zinstrumentovat	z-instrument-ova-t
sžívat	s-ží-v-a-t
konfekce	kon-fekc-e
podrobena	pod-rob-en-a
západoirský	zá-pad-o-ir-sk-ý
zamyšlená	za-myšl-e-n-á
učňové	uč-ň-ové
zkracovat	z-krac-ova-t
drobečky	drob-ečk-y
ulizovat	u-liz-ova-t
přezrávat	pře-zrá-v-a-t
široké	šir-ok-é
strašlivější	straš-liv-ějš-í
zrichtovat	z-richt-ova-t
zvážení	z-váž-en-í
sálat	sál-a-t
potřebou	po-třeb-ou
zájmech	zá-jm-ech
ocenit	o-cen-i-t
rozkuckat	roz-kuc-k-a-t
hrubých	hrub-ých
zalomovat	za-lom-ova-t
jaké	jak-é
trati	trat-i
stroboskopů	strobo-skop-ů
výkonů	vý-kon-ů
neukázal	ne-u-káz-a-l
podivovat	po-div-ova-t
ošetřovaly	o-šetř-ova-l-y
kostele	kostel-e
hovězí	hověz-í
nepohne	ne-po-h-ne
křivdili	křiv-d-i-l-i
přechcat	pře-chc-a-t
odolný	o-dol-n-ý
vyprdnout	vy-prd-nou-t
bývalý	bý-v-a-l-ý
kupec	kup-ec
letecká	let-ec-k-á
vulkán	vulkán
přítel	přítel
zůstali	z-ů-sta-l-i
oplývat	o-plý-v-a-t
ztenčila	z-ten-č-i-l-a
sťuknout	s-ťuk-nou-t
vypíkat	vy-pík-a-t
syntetický	syn-tet-ic-k-ý
podusit	po-dus-i-t
řešitelný	řeš-i-teln-ý
přikrásti	při-krás-ti
vyšetřoval	vy-šetř-ova-l
bačkora	bačkor-a
zalákat	za-lák-a-t
osladit	o-slad-i-t
zarýt	za-rý-t
háčko	háčk-o
čísle	čísl-e
hirschové	hirsch-ov-é
navrhuje	na-vrh-uje
čundrat	čundr-a-t
tušívat	tuš-í-v-a-t
daleký	dal-ek-ý
stávat	stá-v-a-t
trestných	trest-n-ých
johna	john-a
názvisko	ná-zv-isk-o
železný	želez-n-ý
konfinovat	kon-fin-ova-t
slávka	slávk-a
vadit	vad-i-t
holá	hol-á
herecky	her-eck-y
oťukat	o-ťuk-a-t
zavíjet	za-víj-e-t
zahlenit	za-hlen-i-t
daří	dař-í
odlidšťovat	od-lid-šť-ova-t
nahryzat	na-hryz-a-t
snídaní	s-níd-a-n-í
pomoc	po-moc
mizerná	mizer-n-á
ozelenění	o-zelen-ě-n-í
zmorousovatět	z-morous-ova-t-ě-t
vyvražďovat	vy-vraž-ď-ova-t
odplazit	od-plaz-i-t
ústeckoorlický	úst-eck-o-orl-ic-k-ý
východoněmecké	vý-chod-o-něm-ec-k-é
ponocovat	po-noc-ova-t
prosincový	prosinc-ov-ý
pode	pode
zakoncertovat	za-kon-cert-ova-t
treska	tresk-a
odevírat	ode-vír-a-t
vystávat	vy-stá-v-a-t
izoenzymu	izo-enzym-u
bleptnout	blept-nou-t
vybičovat	vy-bič-ova-t
mahler	mahler
zdravotními	zdrav-ot-n-ími
vydrobit	vy-drob-i-t
archaizovat	arch-a-iz-ova-t
střepávat	s-třep-á-v-a-t
hmotnostech	hmot-n-ost-ech
tisících	tisíc-ích
postátnit	po-stát-n-i-t
friska	frisk-a
island	island
dvojboji	dv-oj-boj-i
boudou	boud-ou
stratosférově	strat-o-sfér-ov-ě
přestříkat	pře-střík-a-t
proběhla	pro-běh-l-a
nekonečně	ne-koneč-n-ě
třídou	tříd-ou
provedení	pro-ved-en-í
přijímáno	při-jím-á-n-o
dovednost	do-ved-n-ost
driblovat	dribl-ova-t
naválet	na-vál-e-t
cenou	cen-ou
očudit	o-čud-i-t
náhodě	ná-hod-ě
předpokladu	před-po-klad-u
znavit	z-nav-i-t
puse	pus-e
pošťouchávat	po-šťouch-á-v-a-t
odkazuje	od-kaz-uje
vznítit	vz-nít-i-t
apostrofovat	apo-strof-ova-t
úkolovat	ú-kol-ova-t
spartak	spartak
koncern	koncern
pánů	pán-ů
transit	transit
spakovat	s-pak-ova-t
alena	alen-a
neskrývá	ne-s-krýv-á
kozel	kozel
obemknout	obe-mk-nou-t
lodičku	lod-ičk-u
navrchu	na-vrch-u
prázdnýma	prázdn-ýma
poloodkrýt	pol-o-od-krýt
potloukat	po-tlouk-a-t
svačina	svač-in-a
atentát	atentát
provokovat	pro-vok-ova-t
srovnávají	s-rov-n-á-v-aj-í
nejmoudřejšího	nej-moudř-ejš-ího
přiťuknout	při-ťuk-nou-t
pochrchlávat	po-chrchl-á-v-a-t
podpoří	pod-poř-í
minitabulky	mini-tabul-k-y
třech	tř-ech
pryčně	pryč-n-ě
ocas	ocas
rozložit	roz-lož-i-t
sledu	sled-u
dosypat	do-syp-a-t
haf	haf
došek	doš-ek
pravým	prav-ým
zasvěcovat	za-svěc-ova-t
hostincem	host-inc-em
informovali	in-form-ova-l-i
vypuzovat	vy-puz-ova-t
zprobodat	z-pro-bod-a-t
naparfémovat	na-par-fém-ova-t
učarovávat	u-čar-ová-v-a-t
zlé	zl-é
poručníkovat	po-ruč-ník-ova-t
baldurbudur	baldurbudur
dlouhý	dlouh-ý
correction	correct-ion
vykousávat	vy-kous-á-v-a-t
analyzovat	ana-lyz-ova-t
pádu	pád-u
rozpaky	roz-pak-y
infobudka	info-bud-k-a
římsách	říms-ách
zůstat	z-ů-sta-t
američankou	američ-an-k-ou
sklíčit	s-klíč-i-t
telegrafovala	tele-graf-ova-l-a
přepilovávat	pře-pil-ová-v-a-t
jelen	jelen
stálého	stál-ého
zatratit	za-trat-i-t
porozhlídnout	po-roz-hlíd-nou-t
bark	bark
pohoupávat	po-houp-á-v-a-t
vystřihovat	vy-střih-ova-t
proděláme	pro-děl-á-me
vynucovat	vy-nuc-ova-t
octnout	o-ct-nou-t
vykašlat	vy-kašl-a-t
vybetonovat	vy-beton-ova-t
zdůvodňovat	z-dů-vod-ň-ova-t
přirozená	při-roz-en-á
pakoní	pa-kon-í
navršovat	na-vrš-ova-t
zhoršovat	z-hor-š-ova-t
uzvednout	u-z-ved-nou-t
utínat	u-tín-a-t
kapraďorost	kapraď-o-rost
kýchat	kých-a-t
ráji	ráj-i
fenoménem	fenomén-em
přetřásat	pře-třás-a-t
vypravovávat	vy-prav-ová-v-a-t
řídkým	říd-k-ým
zvětrávat	z-větr-á-v-a-t
zámkovou	zá-mk-ov-ou
prostřelit	pro-střel-i-t
ztraceno	z-trac-en-o
loutkohra	loutk-o-hr-a
schopnost	s-chop-n-ost
tipovali	tip-ova-l-i
hidžra	hidžr-a
cvokatět	cvok-at-ě-t
šedesátých	še-desát-ých
přismahnout	při-smah-nou-t
souhlasem	sou-hlas-em
střílel	stříl-e-l
protilidového	proti-lid-ov-ého
zavít	za-ví-t
kšeftu	kšeft-u
zabahnět	za-bahn-ě-t
bědovat	běd-ova-t
podtitulem	pod-titul-em
faxovací	fax-ova-c-í
přikolébat	při-koléb-a-t
občerstvit	ob-čerstv-i-t
novin	nov-in
zamordovat	za-mord-ova-t
výhodou	vý-hod-ou
kartotéku	kart-o-ték-u
poklekávat	po-klek-á-v-a-t
bláznívat	blázn-í-v-a-t
bradou	brad-ou
zaoblený	za-obl-en-ý
potřebný	po-třeb-n-ý
pohodí	po-hod-í
skladbě	s-klad-b-ě
hříšník	hříš-n-ík
pomět	po-mě-t
privilegovat	privi-leg-ova-t
vyvětrat	vy-větr-a-t
čmuchat	čmuch-a-t
zatonout	za-ton-ou-t
myslel	mysl-e-l
spravedlivost	s-prav-ed-l-iv-ost
pochybovat	po-chyb-ova-t
talentu	talent-u
přímit	přím-i-t
tažený	taž-en-ý
zasouložit	za-sou-lož-i-t
čada	čad-a
minirozhovor	mini-roz-hov-or
melta	melt-a
kanceláří	kancelář-í
chroptět	chrop-t-ě-t
pitomé	pitom-é
úžasem	ú-žas-em
bilance	bilanc-e
promptní	promptn-í
zlochtat	z-locht-a-t
valij	valij
vypaličkovat	vy-pal-ič-k-ova-t
podrůsti	pod-růs-ti
psána	ps-á-n-a
kymácet	kymác-e-t
zdegradovat	z-de-grad-ova-t
ponouknout	po-nou-k-nou-t
stýskání	s-týsk-á-n-í
profese	pro-fes-e
zpětinásobovat	z-pět-i-ná-sob-ova-t
ucpávají	u-cp-á-v-aj-í
komunikovat	ko-mun-ik-ova-t
modláky	modl-ák-y
košice	košic-e
break	break
služebním	služ-eb-n-ím
objektivní	ob-jekt-iv-n-í
výpočet	vý-po-čet
zabandážovat	za-band-áž-ova-t
atd	atd
tří	tř-í
idealistovi	ideal-ist-ovi
nanebevzetí	na-neb-e-vz-e-t-í
jestliže	jest-li-že
dvojjazyčný	dv-oj-jazyč-n-ý
